brand_name,model_name,battery_type,resolution,os,video_4K,ram(GB),storage(GB),popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size
103,1,1,1080x2400,193,1,8,128,6.248042874508429,9.584108393341092,13134.0,1,15.0,6.2,256,23
14,1,0,1080x2160,14,1,8,64,6.300785794663244,6.761572768804055,849.0,1,23.0,3.4,32,5
60,1,1,1080x2412,68,1,12,256,6.467698726104354,8.851949671253948,4550.0,1,5.0,4.7,32,3
23,1,0,1080x2340,63,1,6,128,6.29156913955832,7.750614732770409,2099.0,1,2.0,6.19,16,3
38,1,0,750x1334,1,1,2,64,6.756932389247553,7.52131798019924,1725.0,1,54.0,3.4,8,2
3,1,1,720x1600,166,0,4,64,6.525029657843462,8.639233817325263,5399.0,1,2.0,5.5,64,54
24,3,0,1200x1920,32,0,2,32,3.6375861597263857,9.023287640806327,4574.0,167,1.0,6.3,128,3
1,1,0,1440x2960,63,1,8,128,6.448889394146858,8.965334573804839,6199.0,1,7.0,5.99,64,3
1,1,1,720x1520,139,0,4,32,5.332718793265369,6.131226489483141,399.0,1,6.0,3.4,32,1
3,1,0,1080x2400,166,1,8,128,2.995732273553991,8.682538124003075,4574.0,167,1.0,5.5,64,54
38,2,0,720x1280,32,0,2,16,5.568344503761097,6.398594934535208,539.0,2,31.0,3.4,32,27
34,1,0,1080x2340,63,0,4,128,6.490723534502507,8.207401833376355,3447.0,1,26.0,5.7,32,13
28,1,1,1080x2400,68,1,8,128,5.863631175598097,8.045908742270779,2829.0,5,5.0,6.09,32,14
58,1,1,1080x2400,193,1,8,128,6.933423025730715,9.856160068128911,4574.0,167,1.0,6.67,256,36
24,1,0,720x1480,63,0,4,32,3.9512437185814275,7.1693500166706,1199.0,3,7.0,3.4,8,7
14,2,0,1440x2960,32,1,4,64,6.675823221634848,8.262816937670928,3581.0,3,35.0,6.22,128,88
23,1,1,1600x2560,68,0,8,128,4.007333185232471,8.070593539949519,4574.0,167,1.0,6.3,64,2
27,1,0,1080x1920,32,0,4,32,6.1675164908883415,8.536995818712418,4990.0,1,3.0,6.21,128,23
24,1,1,1080x2244,63,0,6,64,6.706862336602747,9.311271090554623,9610.0,1,17.0,6.3,128,2
13,1,0,720x1440,45,0,3,16,7.055312843339752,9.809176873064887,13134.0,3,29.0,6.55,256,36
14,1,1,1080x2340,139,1,6,64,5.017279836814924,5.924255797414532,369.0,2,2.0,3.4,16,6
9,2,1,1080x2412,166,0,6,64,6.285998094508865,8.131236549696116,4574.0,167,1.0,5.0,32,3
24,2,1,720x1600,193,0,4,32,6.030685260261263,8.345455428161928,3999.0,3,16.0,6.3,64,5
6,1,0,1080x2220,45,1,6,64,6.853299093186078,6.448889394146858,532.0,1,23.0,3.4,64,7
13,2,0,750x1334,1,1,4,64,5.583496308781699,5.986452005284438,353.0,2,23.0,3.4,32,27
34,1,0,720x1280,63,0,2,16,6.8001700683022,8.848939995030118,6790.0,1,20.0,5.84,128,7
27,3,0,1440x2960,45,1,6,64,4.68213122712422,7.925157512224703,4574.0,167,1.0,5.2,16,14
14,1,0,1080x2160,63,0,2,32,6.725033642166843,8.470730317005897,4499.0,4,4.0,6.5,64,74
33,1,1,720x1600,193,0,4,64,5.003946305945459,6.532334292222349,598.0,5,42.0,3.4,64,14
27,1,1,720x1440,45,0,3,16,5.713732805509369,8.67317077287059,5605.0,1,3.0,7.12,64,74
34,2,0,1080x2340,63,0,4,32,6.315358001522335,8.179199798423086,2629.0,2,47.0,5.5,16,7
7,1,1,720x1560,139,0,3,32,6.437751649736401,8.643120748014027,5290.0,1,4.0,6.4,128,13
28,1,1,1080x2400,166,1,8,128,6.673297967767654,7.9976631270201,2699.0,5,8.0,6.09,32,14
20,1,1,1080x2400,68,1,8,128,6.62273632394984,9.839215662515988,13134.0,1,2.0,6.65,128,36
103,1,1,1080x2400,139,0,8,128,6.489204931325317,9.856160068128911,13134.0,1,14.0,6.3,256,23
6,1,1,1080x2248,63,1,8,64,6.018593214496234,5.529429087511423,220.0,3,20.0,3.4,32,9
27,1,0,720x1280,32,0,2,16,6.2766434893416445,8.612321536507814,4574.0,167,2.0,6.21,128,23
13,2,0,540x960,32,0,1,8,5.459585514144159,8.852378886511985,6195.0,2,9.0,5.5,128,23
103,1,1,720x1560,193,0,6,128,4.836281906951478,9.615138591096644,4574.0,167,1.0,5.8,128,54
14,1,0,720x1520,63,0,4,16,7.00033446027523,8.797095076549056,5949.0,4,55.0,6.44,128,1
24,2,1,1080x2248,63,1,8,128,6.508769136971682,8.981932990986873,6787.0,3,10.0,6.3,128,3
17,2,0,1080x2160,63,1,6,64,4.700480365792417,7.4377951216719325,4574.0,167,1.0,5.45,8,88
19,1,1,1080x2400,193,1,8,128,6.4457198193855785,8.101374671228582,4574.0,167,1.0,5.7,64,10
28,1,1,1080x2400,68,1,8,128,6.0112671744041615,7.8961806086154915,2666.0,1,2.0,5.0,16,88
15,1,0,1440x2560,32,1,4,32,6.802394763324311,8.885855993000296,6840.0,1,11.0,6.2,128,88
2,1,1,1768x2208,166,1,12,256,6.473890696352274,7.575071699507561,4574.0,167,1.0,5.5,16,3
15,1,0,720x1280,32,0,3,32,7.042286171939743,8.562357743370612,4599.0,2,19.0,6.0,64,14
103,1,1,1080x2400,139,1,8,128,6.405228458030842,8.68777949199177,4574.0,167,1.0,5.5,32,4
14,1,1,1080x2400,166,1,8,128,5.855071922202427,9.30328411761892,10750.0,1,9.0,6.57,128,88
11,1,1,1080x2400,193,1,8,128,6.981934677156389,9.237371711027214,9499.0,1,14.0,5.5,64,4
58,1,1,1236x2676,193,1,8,128,7.104144092987527,8.457018468380168,4270.0,1,34.0,6.53,64,7
27,1,1,1080x1920,32,0,4,64,6.095824562432225,8.612321536507814,4574.0,167,2.0,6.21,128,23
16,1,1,1080x2400,166,0,8,128,6.523562306149512,8.400434630806041,4390.0,1,7.0,6.0,64,7
13,2,0,1080x2160,32,0,4,64,5.236441962829949,8.852378886511985,6195.0,2,9.0,5.5,128,23
23,1,1,1080x2408,166,1,8,128,6.828712071641684,7.985824666418917,2740.0,2,20.0,5.5,32,3
103,1,1,720x1560,139,0,3,32,5.099866427824199,9.856160068128911,13134.0,1,3.0,6.4,512,88
103,1,1,1080x2400,193,1,8,128,7.074116816197362,9.763650607348328,13134.0,1,20.0,6.5,128,36
11,1,1,720x1600,193,0,4,128,6.956545443151569,9.46568002150671,5999.0,1,8.0,6.0,64,1
60,1,1,1080x2388,166,0,8,128,6.584791392385716,9.856160068128911,13134.0,1,29.0,6.1,512,8
39,3,1,720x1600,193,0,4,32,5.159055299214529,8.515191188745565,4574.0,167,1.0,5.5,32,19
5,2,0,1080x2160,63,1,6,64,3.367295829986474,8.260492856573185,3499.0,2,4.0,6.3,128,4
15,1,0,1080x1920,11,1,4,32,6.194405391104672,8.792397742356906,4574.0,167,1.0,5.45,128,54
39,3,1,1080x2400,193,1,8,128,5.407171771460119,8.515191188745565,4574.0,167,1.0,5.5,32,19
27,2,1,720x1440,45,0,4,32,5.375278407684165,8.296297112642508,4574.0,167,1.0,5.84,64,54
34,2,0,720x1520,63,0,3,32,5.872117789475416,8.838986793496787,6730.0,2,10.0,6.21,128,13
14,1,0,720x1440,63,0,3,16,6.9975959829819265,8.60300384782935,4857.0,1,59.5,6.5,64,74
24,2,1,720x1600,193,1,4,32,3.091042453358316,8.00603417874901,2749.0,2,17.0,6.1,32,23
5,1,1,1080x2400,166,1,8,128,5.857933154483459,6.248042874508429,444.0,1,10.0,3.4,32,2
23,1,1,1080x2400,166,1,8,128,6.86171134048073,9.094255892955381,8599.0,3,13.0,6.3,128,2
38,1,0,1080x1920,32,1,4,32,6.953684210870537,7.6004023345004,4574.0,167,10.0,5.71,16,54
8,1,1,1236x2676,193,1,8,128,6.992096427415888,9.856160068128911,13134.0,2,11.0,6.59,512,7
13,1,0,1080x2160,45,1,8,64,6.92951677076365,9.577965147101168,13134.0,1,11.0,6.41,256,3
15,2,0,1080x1920,32,0,2,32,4.8283137373023015,8.570165076182343,4970.0,2,3.0,5.45,64,54
7,1,1,1080x2340,193,0,6,32,6.255750041753367,6.579251212010101,622.0,1,10.0,3.4,64,27
103,2,1,1080x2400,193,1,6,64,5.420534999272286,9.856160068128911,13134.0,2,2.0,6.7,128,36
13,2,1,1440x3200,68,1,8,128,4.465908118654584,6.270988431858299,499.0,4,6.0,3.4,64,18
58,1,0,720x1480,193,0,2,16,7.0630481633881725,9.726511682066926,13134.0,1,12.0,6.67,256,74
20,1,1,2200x2480,139,1,8,512,6.551080335043404,7.60887062919126,1839.0,1,56.0,5.45,32,19
9,1,1,1080x2400,166,0,8,128,6.22455842927536,7.635303886259415,4574.0,167,1.0,5.0,16,1
28,1,0,1080x2400,193,1,8,128,4.394449154672439,9.145481799627687,9172.0,1,3.0,6.4,128,1
27,1,0,1080x2160,45,1,8,64,4.955827057601261,8.157943507105037,3444.0,1,3.0,5.65,32,54
14,1,0,480x800,5,0,3,16,5.272999558563747,7.782807262839695,4574.0,167,4.0,5.5,16,54
38,1,0,1080x1920,3,1,6,64,6.2285110035911835,6.313548046277095,499.0,1,2.0,3.4,8,27
6,2,0,1440x2880,45,1,4,64,5.247024072160486,6.733401891837359,4574.0,167,1.0,4.0,8,4
103,1,1,720x1520,193,0,3,32,6.703188113240863,9.856160068128911,13134.0,3,9.0,6.4,128,88
33,1,1,720x1600,166,0,4,32,6.129050210060545,6.856461984594587,899.0,3,6.0,3.4,32,7
103,1,1,720x1600,139,1,4,32,4.248495242049359,8.876125585396185,6930.0,1,5.0,6.4,128,88
13,1,0,1080x2408,68,1,8,128,5.986452005284438,5.484796933490655,218.0,1,18.0,3.4,64,9
9,2,1,1080x2400,166,1,8,128,6.26530121273771,8.131236549696116,4574.0,167,1.0,5.0,32,3
103,1,1,1080x2400,193,1,8,128,6.769641976852503,9.28609698437543,8299.0,1,7.0,6.2,64,23
58,1,0,1080x2400,166,1,8,128,6.617402977974478,8.48590890137647,4690.0,1,14.0,6.53,128,10
7,2,0,1080x2340,63,1,8,512,5.68697535633982,5.883322388488279,4574.0,167,1.0,3.4,8,18
13,2,1,1080x2408,68,1,6,128,5.537334267018537,5.986452005284438,353.0,2,23.0,3.4,32,27
58,2,1,1080x2400,166,1,12,128,5.883322388488279,8.509161019718974,4690.0,2,8.0,6.53,128,10
16,1,1,1080x2312,139,0,6,128,6.950814768442584,8.09437844497296,3149.0,1,11.0,6.4,64,88
103,1,1,1080x2400,193,1,8,128,6.9363427358340495,9.856160068128911,13134.0,2,16.0,6.7,256,20
103,1,1,1080x2400,193,1,8,128,6.156978985585555,9.060679597421776,7099.0,2,4.0,6.3,128,4
23,1,1,720x1600,166,0,4,32,6.280395838960195,8.960724500330858,7599.0,1,8.0,6.22,128,5
103,1,1,1080x2400,193,1,8,64,5.981414211254481,9.739791459865339,4574.0,167,1.0,6.5,128,36
60,1,1,1080x2400,166,0,6,64,6.461468176353717,8.552753366814787,4899.0,2,4.0,4.7,16,4
38,1,0,720x1440,14,0,4,16,3.044522437723423,8.568836424568076,4574.0,167,1.0,5.5,64,54
38,1,0,480x854,5,0,1,8,5.5134287461649825,6.553933404025811,640.0,1,36.0,3.4,32,27
8,1,1,1080x2340,139,0,6,64,6.333279628139691,7.1308988302963465,1215.0,1,18.0,4.5,8,7
58,1,1,720x1600,166,0,4,64,6.815639990074331,8.568076401730806,4999.0,1,8.0,6.3,128,88
103,2,1,1080x2400,193,1,6,128,6.023447592961033,9.838362192575666,4574.0,167,1.0,6.4,512,88
24,1,1,1080x2400,166,1,8,128,6.804614520062624,9.601368432286577,13134.0,1,7.0,6.44,256,13
27,2,0,720x1440,45,0,3,32,6.063785208687608,8.254268770090183,3690.0,5,2.0,6.09,64,14
58,1,1,1080x2400,166,1,8,128,7.027314514039777,7.940583827104244,2730.0,2,2.0,5.5,64,10
39,3,1,1080x2400,193,1,8,128,5.3471075307174685,8.515191188745565,4574.0,167,1.0,5.5,32,19
38,2,1,1080x2160,11,1,4,64,6.580639137284949,7.8504931808711405,2389.0,3,35.0,3.4,4,7
24,2,1,720x1600,193,0,6,64,3.332204510175204,8.00603417874901,2749.0,2,17.0,6.1,32,23
28,1,1,1080x2340,193,1,6,128,6.983789965258135,9.729015110685573,13134.0,1,19.0,6.47,128,13
39,1,1,1080x2400,193,1,8,128,6.274762021241939,9.019300924562506,7999.0,1,3.0,6.5,128,88
19,2,0,1440x3040,139,1,12,256,3.295836866004329,8.988321188323683,4574.0,167,1.0,5.7,128,20
14,3,1,1080x2310,139,0,4,64,5.093750200806762,5.937536205082426,4574.0,167,1.0,3.4,32,6
7,1,1,720x1600,193,0,4,64,6.3561076606958915,8.410498452745275,4574.0,167,1.0,6.5,128,13
33,1,1,720x1600,193,0,6,64,6.805722553416985,8.836809882398365,5999.0,1,27.0,5.7,64,1
60,1,1,1440x3200,68,1,8,128,7.00397413672268,9.856160068128911,13134.0,1,59.5,6.5,64,4
58,1,1,1080x2400,166,1,8,64,6.660575149839686,7.940583827104244,2730.0,2,2.0,5.5,64,10
23,2,1,1080x2408,166,0,8,128,5.6937321388027,8.239857411018601,3549.0,2,7.0,5.2,32,13
58,1,1,1080x2400,166,1,8,128,6.040254711277414,8.51919119407891,4873.0,2,2.0,6.26,64,88
5,1,1,720x1520,139,0,3,32,6.784457062637643,8.515992470839718,4940.0,1,4.0,6.3,128,74
58,1,1,1080x2400,166,1,8,128,6.852242569051878,8.886132618174951,6930.0,5,16.0,6.18,128,88
28,1,1,1080x2400,166,0,6,64,6.8679744089702925,7.862497197230545,2399.0,3,10.0,5.45,32,14
39,1,0,1080x2400,193,1,8,128,5.953243334287785,8.786456678344,5490.0,1,2.0,5.9,64,10
1,1,1,1080x2400,166,1,8,128,5.676753802268282,5.517452896464707,4574.0,167,1.0,3.4,32,9
34,1,1,1440x3120,139,1,8,128,6.648984550024776,7.86172707782398,2149.0,1,54.0,5.5,16,7
24,1,0,1125x2436,3,1,4,64,6.917705609835305,8.35490952835879,3395.0,1,28.0,5.5,64,74
20,1,0,1440x3040,139,1,8,128,6.270988431858299,7.79770203551669,2199.0,2,8.0,5.45,32,19
16,1,1,1080x2400,166,1,12,256,2.1972245773362196,8.132706489693264,3299.0,1,2.0,5.5,64,74
39,2,1,1080x2400,193,1,8,128,6.230481447578482,9.366489054466115,11490.0,2,2.0,6.4,128,4
58,1,1,900x1600,193,0,6,128,6.745236349484363,7.946617563244473,2775.0,1,4.0,5.0,64,10
60,1,1,720x1612,68,0,8,128,6.894670039433482,9.856160068128911,13134.0,2,40.0,6.1,64,8
6,2,1,1080x2408,166,0,8,128,4.499809670330265,7.740229524763182,4574.0,167,5.0,5.5,16,54
34,2,0,720x1520,63,0,4,32,5.921578419643816,8.838986793496787,6730.0,2,10.0,6.21,128,13
9,1,1,1080x2400,166,0,8,64,6.35088571671474,8.37930948405285,4145.0,4,6.0,6.35,64,74
58,1,1,1080x2400,166,1,8,64,6.851184927493743,7.891704659330107,2560.0,1,4.0,5.5,32,10
17,1,1,1080x2400,166,1,8,128,6.683360945766275,8.068716192714781,2899.0,5,34.0,6.52,64,74
6,1,1,720x1600,166,0,4,64,6.7226297948554485,9.330609204367127,9999.0,1,7.0,5.99,64,10
24,1,0,1080x2160,45,1,4,64,5.796057750765372,8.661639795781266,4574.0,167,1.0,6.5,64,12
24,1,0,1080x2160,45,1,6,128,6.905753276311464,8.174702882469461,2770.0,5,35.0,5.0,32,88
28,1,1,720x1600,193,0,4,64,6.945051063725834,8.577535420422398,4787.0,1,39.0,6.67,128,74
58,1,0,720x1440,63,0,3,32,5.0106352940962555,9.625689802158323,13134.0,1,2.0,6.39,128,88
16,2,1,720x1440,193,0,2,32,5.66988092298052,8.524962928680598,4880.0,3,6.0,6.41,64,4
103,1,0,1440x3200,193,1,8,128,7.044032897274685,9.856160068128911,13134.0,1,33.0,6.9,256,36
5,2,1,1080x2280,63,0,4,32,3.1354942159291497,8.260492856573185,3499.0,2,4.0,6.3,128,4
20,2,1,1080x2340,139,0,4,32,6.035481432524756,7.489412083508719,1678.0,3,42.0,6.0,32,19
7,1,0,1080x2220,45,1,4,64,6.251903883165888,5.365976015021851,199.0,2,2.0,3.4,8,9
38,1,0,720x1440,45,0,3,16,6.439350371100098,8.735846677457582,4574.0,167,1.0,5.3,64,1
60,1,1,1080x2408,68,0,6,64,7.107425474110705,9.856160068128911,13134.0,1,59.5,6.1,64,5
38,1,0,720x1280,10,0,2,16,6.327936783729195,8.075893630298857,2989.0,5,27.0,3.4,4,4
14,3,1,1080x1920,5,0,4,32,5.659482215759621,7.497207223203318,1659.0,3,36.0,5.0,16,13
8,1,0,720x1600,166,1,8,64,6.484635235635252,6.776506992372183,720.0,1,51.0,3.4,32,13
34,1,0,720x1520,139,0,3,64,6.822197390620491,8.936955604225226,7380.0,5,21.0,5.84,128,7
60,1,1,720x1600,3,0,4,64,7.088408778675395,9.856160068128911,13134.0,1,59.5,6.1,256,8
33,1,1,1080x2400,166,0,8,64,5.627621113690637,7.247792581767846,1230.0,2,43.0,3.4,64,19
8,1,1,1080x2408,166,0,6,128,6.887552571664617,9.856160068128911,13134.0,1,23.0,6.67,256,74
60,1,1,1080x2400,68,1,8,128,6.272877006546167,9.856160068128911,13134.0,2,28.0,6.5,64,4
5,1,0,720x1480,45,0,4,32,6.037870919922137,8.109826276018477,3149.0,1,2.0,6.3,64,4
24,1,1,720x1600,166,1,8,128,4.430816798843313,7.436617265234227,1594.0,1,3.0,5.5,8,54
13,1,0,720x1280,32,0,2,16,5.455321115357702,8.9001399880938,4574.0,167,1.0,5.5,64,20
28,1,1,1080x2400,193,1,8,128,6.715383386334681,8.357493812658563,3845.0,2,11.0,6.21,64,23
33,1,1,1080x2400,166,1,8,128,5.5093883366279774,8.90910013492555,4574.0,167,1.0,5.5,32,2
9,1,0,1080x2340,68,1,8,128,6.375024819828097,8.407601514786142,4399.0,4,7.0,6.47,64,74
103,1,1,1200x1920,139,0,4,32,7.059617628291383,9.856160068128911,13134.0,2,22.0,6.8,256,74
58,1,1,1440x3200,166,1,6,128,6.647688373563329,8.549466751966532,4999.0,1,2.0,6.3,64,88
6,2,1,1080x2400,166,1,8,128,3.6888794541139363,7.740229524763182,4574.0,167,5.0,5.5,16,54
39,1,1,1080x2400,193,1,8,128,5.313205979041787,7.859413154693583,4574.0,167,1.0,5.7,16,88
3,1,1,1080x2244,139,1,6,64,6.988413181999592,7.305188215393037,1330.0,1,52.0,3.4,64,7
13,2,1,1080x2400,68,1,8,128,3.6109179126442243,6.270988431858299,499.0,4,6.0,3.4,64,18
58,2,1,1440x3200,166,1,8,256,5.58724865840025,7.983098940710892,4574.0,167,1.0,5.5,64,10
15,1,1,1080x2400,193,1,8,64,6.1779441140506,8.223090551161533,3549.0,1,9.0,5.7,64,14
14,2,1,1080x1920,10,1,4,32,6.267200548541362,6.484635235635252,649.0,3,26.0,3.4,32,5
103,1,0,750x1334,4,1,3,64,5.438079308923196,9.505692950732183,12592.0,1,9.0,6.2,128,23
19,2,1,1080x2400,193,1,8,128,5.41610040220442,8.340217320947035,4574.0,167,1.0,5.2,32,6
27,2,1,1080x2280,63,1,8,64,5.8888779583328805,8.138564737261632,3399.0,3,2.0,5.84,32,54
33,1,1,1080x2400,166,1,8,128,5.75890177387728,5.739792912179234,279.0,1,52.0,3.4,64,18
7,1,1,720x1520,139,0,3,64,3.871201010907891,5.814130531825066,289.0,1,16.0,3.4,64,9
2,1,1,1080x2400,193,1,8,64,4.442651256490317,7.8628820346414905,4574.0,167,1.0,5.5,16,36
103,1,0,828x1792,4,1,4,64,7.067319848653476,8.808817483100642,5699.0,3,19.0,6.1,64,23
23,1,1,1080x2400,166,1,8,128,6.322565239927284,8.185907481482324,3269.0,1,10.0,5.45,64,3
60,1,1,720x1600,166,0,4,32,6.747586526829315,9.856160068128911,13134.0,1,41.0,6.1,256,5
20,1,1,1080x2248,139,1,6,64,6.885509670034818,7.859413154693583,2399.0,3,34.0,6.1,32,10
103,1,1,1440x3120,193,1,12,256,4.624972813284271,8.889170455363413,6799.0,3,5.0,6.0,32,23
58,1,0,720x1560,139,0,3,32,3.7612001156935624,9.642057851228413,13134.0,1,11.0,6.39,128,88
11,1,1,1080x2400,166,1,8,128,7.109062135687172,9.401456476451633,11740.0,1,37.0,5.81,128,1
14,1,0,1080x2160,45,1,6,64,6.104793232414985,5.991464547107982,375.0,2,19.0,3.4,16,2
28,1,1,1344x2772,193,1,8,128,6.966967138613983,8.823058934301647,5998.0,5,43.0,6.4,128,88
103,1,1,1080x2400,193,1,8,64,6.889591308354466,9.856160068128911,13134.0,1,56.0,6.5,256,36
24,1,0,720x1280,14,0,3,16,4.634728988229636,8.863332833439587,4574.0,167,1.0,6.3,128,1
6,1,1,1080x2400,166,1,8,128,6.210600077024653,8.08487062913819,3230.0,1,2.0,5.7,64,54
28,1,1,720x1560,193,0,3,32,6.606650186198215,9.856160068128911,13134.0,1,6.0,3.4,512,36
33,1,1,1080x2408,166,1,8,128,6.393590753950631,6.9726062513017535,1060.0,1,6.0,3.4,64,1
15,1,1,1080x2340,139,0,4,64,6.478509642208569,8.0959035329611,3199.0,1,2.0,5.5,16,88
19,1,1,720x1600,139,1,4,32,6.7464121285733745,8.650499558724462,5566.0,1,3.0,6.1,64,54
27,1,0,720x1480,45,0,4,32,6.954638864880987,8.630343289348893,4999.0,1,3.0,6.59,128,88
103,1,1,720x1600,139,0,6,64,6.684611727667927,9.856160068128911,13134.0,2,20.0,6.9,512,36
19,1,1,1080x2340,139,1,8,128,6.80903930604298,9.023890304598448,4574.0,167,1.0,6.1,128,23
103,2,1,720x1600,139,0,4,128,5.552959584921617,8.318742252692399,4574.0,167,1.0,6.22,32,23
103,1,1,1200x2640,193,1,8,128,7.069023426578259,9.856160068128911,13134.0,1,25.0,6.2,128,88
60,1,1,1080x2400,166,0,8,128,7.094234845924755,9.856160068128911,13134.0,1,59.5,6.1,64,8
9,1,0,1080x2340,68,1,8,128,6.93537044601511,9.801620926132557,13134.0,3,21.0,6.5,128,1
1,1,1,720x1600,193,0,4,64,6.1224928095143865,6.480044561926653,600.0,1,2.0,3.4,32,27
9,1,1,1080x2400,166,0,8,64,6.6052979209482015,8.516793111394898,4997.0,4,2.0,6.53,128,74
103,1,1,1080x2340,139,0,4,128,6.54534966033442,9.856160068128911,13134.0,1,13.0,6.7,256,20
38,1,0,720x1280,5,0,2,16,5.934894195619588,6.161207321695077,450.0,2,2.0,3.4,8,27
103,1,1,1080x2340,193,1,8,128,7.00669522683704,9.856160068128911,13134.0,1,28.0,6.8,128,74
17,1,1,720x1520,139,0,3,32,6.775366090936392,8.308199063206446,3949.0,4,6.0,6.6,64,74
11,1,1,1080x2400,193,1,8,128,6.970730078143525,9.751908563076688,13134.0,1,21.0,5.7,64,1
39,2,1,1080x2400,193,1,8,128,6.073044534100405,8.18004072349016,3549.0,3,2.0,5.2,32,54
33,1,0,1080x2400,68,1,8,128,6.246106765481563,7.095064377287131,959.0,1,39.0,3.4,64,4
27,3,1,1080x2160,10,0,6,64,5.062595033026967,7.925157512224703,4574.0,167,1.0,5.2,16,14
24,1,1,1080x2160,45,0,4,32,6.951772164398911,8.575273402492762,4574.0,167,1.0,6.5,64,12
4,1,1,1080x2340,139,1,8,64,6.218600119691729,6.300785794663244,497.0,1,19.0,3.4,32,6
58,1,1,1080x2400,166,1,8,128,6.391917113392602,7.765569081097317,2353.0,2,2.0,5.0,16,10
7,1,1,1080x2400,193,1,8,128,6.025865973825314,6.616065185132817,699.0,1,13.0,3.4,64,27
103,1,1,720x1600,139,0,3,32,5.288267030694535,9.856160068128911,13134.0,1,13.0,6.1,512,23
103,1,1,720x1600,193,0,4,64,7.01571242048723,9.856160068128911,13134.0,2,59.5,6.9,128,74
27,2,0,3840x2160,45,1,6,64,6.542471960506805,8.639764743804419,5605.0,3,2.0,7.12,64,74
58,1,0,720x1480,166,0,4,64,6.075346031088684,8.085794701281568,4574.0,167,1.0,5.45,16,88
103,2,1,1080x2400,193,1,8,128,5.598421958998375,8.318742252692399,4574.0,167,1.0,6.22,32,23
60,1,1,2200x2480,3,1,8,256,6.3784261836515865,8.358431899031295,4230.0,2,3.0,4.7,16,3
24,1,0,720x1520,63,0,4,32,6.6039438246004725,8.119993827725105,3174.0,5,11.0,6.5,32,74
7,2,0,720x1280,45,0,2,16,5.811140992976701,5.883322388488279,4574.0,167,1.0,3.4,8,18
15,2,0,1080x1920,3,0,4,64,4.7535901911063645,8.570165076182343,4970.0,2,3.0,5.45,64,54
7,1,1,1080x2244,139,1,8,128,6.395261598115449,6.484635235635252,532.0,2,28.0,3.4,16,4
33,2,0,1440x3120,68,1,12,128,5.666426688112432,7.6251071482389,1999.0,4,2.0,3.4,32,36
11,1,1,1080x2400,193,1,8,128,6.569481420414296,9.51044496442652,4574.0,167,1.0,5.5,128,4
23,1,1,720x1600,193,0,2,32,6.8658910748834385,8.459987717645458,3799.0,3,24.0,6.3,128,7
20,1,1,1080x2340,139,1,8,64,6.398594934535208,7.6004023345004,4574.0,167,1.0,5.45,16,19
6,1,1,1080x2400,193,1,8,64,6.594413459749778,8.239065331769268,3639.0,1,2.0,5.99,64,2
103,1,1,1080x2400,139,0,8,64,4.962844630259907,8.785998208098329,4574.0,167,1.0,6.0,64,23
17,2,0,1080x2246,63,1,6,64,5.075173815233827,7.4377951216719325,4574.0,167,1.0,5.45,8,88
38,1,0,540x960,14,0,2,16,6.682108597449809,8.284504227258497,3885.0,1,4.0,5.5,64,54
58,1,1,1080x2400,166,1,8,128,7.036148493750536,8.791181936736017,6232.0,1,16.0,6.67,128,10
24,2,1,1080x2280,63,0,6,32,6.511745329644728,8.981932990986873,6787.0,3,10.0,6.3,128,3
24,3,0,720x1280,10,0,3,16,4.477336814478207,9.023287640806327,4574.0,167,1.0,6.3,128,3
7,2,1,1080x2400,193,1,8,128,5.476463551931511,6.825460036255307,843.0,3,2.0,3.4,64,18
39,2,1,1080x2340,139,1,6,128,5.54907608489522,8.628734566149145,4574.0,167,1.0,5.4,32,2
20,1,0,1440x3040,139,1,8,128,6.661854740545311,7.6004023345004,4574.0,167,1.0,5.45,16,19
24,1,1,1080x2400,193,1,8,128,5.14166355650266,8.374476889214643,4118.0,1,12.0,6.3,64,5
38,1,0,1080x1920,14,0,4,32,6.139884552226255,7.050122520269059,975.0,1,20.0,3.4,8,6
6,1,0,720x1280,45,0,2,16,4.143134726391533,5.730099782973574,289.0,1,19.0,3.4,32,27
2,1,1,720x1440,63,0,4,32,5.71042701737487,7.695757990554761,4574.0,167,1.0,5.0,16,10
6,1,0,540x960,5,0,1,8,6.680854678790215,8.674367865788236,5699.0,1,10.0,5.99,32,2
38,1,0,3840x2160,14,1,4,64,2.8903717578961645,6.368187186350492,528.0,2,28.0,3.4,8,27
58,1,1,1536x2152,139,1,12,512,6.587550014824796,9.81569405158546,13134.0,3,4.0,6.67,256,2
14,2,0,720x1280,45,1,4,32,6.672032945461067,8.262816937670928,3581.0,3,35.0,6.22,128,88
34,1,0,720x1280,10,0,3,16,6.934397209928558,7.9483852851118995,2695.0,1,8.0,6.08,64,3
13,1,0,720x1440,45,0,3,16,7.053585727193677,9.731809155840653,13134.0,1,35.0,6.55,128,36
33,1,1,1080x2340,139,1,6,64,5.298317366548036,6.46302945692067,588.0,2,39.0,3.4,64,18
20,1,0,1080x2340,139,1,6,128,6.846943139585379,8.2482674474469,3577.0,1,43.0,6.82,64,74
19,2,1,720x1520,139,0,3,32,6.401917196727186,8.318498320504338,4574.0,167,1.0,5.7,64,20
103,2,1,1644x3840,193,1,12,512,5.998936561946683,9.838362192575666,4574.0,167,1.0,6.4,512,88
